claim_total,claim_line_sum,avg_line_amount,claims_last_30d,claims_last_90d,days_since_last_claim,claim_duration_days,departure_hour,departure_weekday,distance_user_vs_calc_pct,actual_mileage_vs_calc_pct,gps_variance_km,gps_variance_pct,gps_status,documents_submitted
1231.55,1194.76,241.13,4,4,35,3,7,4,-0.0298,0.0867,8.91,0.0858,1,0
354.96,346.16,70.03,0,2,26,2,5,3,-0.1292,-0.1153,5.5,0.07,1,1
405.19,397.0,202.04,0,3,20,1,14,0,-0.1106,-0.0613,0.0,0.1546,2,1
308.16,306.99,94.85,3,8,15,1,12,6,0.0505,0.047,8.31,0.1478,1,1
40.51,35.5,38.77,0,2,64,2,6,6,-0.1161,-0.1083,0.0,0.0898,1,0
476.54,420.52,127.79,1,4,38,4,20,4,0.1218,0.167,5.13,0.1574,2,1
191.63,176.16,177.58,0,0,31,4,15,2,-0.0207,-0.0459,0.0,0.0645,1,1
447.57,432.53,92.34,0,2,41,1,9,4,0.1268,0.0909,0.0,0.057,1,1
265.55,241.92,57.06,0,2,45,2,9,6,-0.0511,-0.0963,1.22,0.154,2,1
96.94,98.65,21.45,1,6,39,4,13,2,0.1628,0.122,9.89,0.1037,1,1
707.83,715.13,218.17,0,3,17,1,14,2,-0.0152,0.038,5.01,0.0047,1,1
395.7,404.2,78.77,2,4,56,1,7,0,-0.0648,-0.0459,7.68,0.0563,1,1
750.29,678.26,104.91,2,7,24,1,19,3,0.1669,0.2521,7.1,0.1162,1,1
962.95,979.22,178.17,1,6,29,2,17,4,0.0417,0.0436,1.51,0.0768,1,1
322.16,319.97,84.25,2,5,50,4,5,0,-0.0731,-0.158,0.89,0.1509,2,0
1156.02,1183.21,234.37,2,5,17,1,18,4,0.1038,0.0644,0.0,0.1475,1,1
113.15,112.93,116.05,0,1,61,2,9,2,0.016,0.0762,1.34,0.0047,1,1
36.38,36.07,12.19,1,3,27,1,17,1,0.131,0.1734,12.39,0.0275,1,1
713.1,642.44,160.08,2,5,19,1,13,3,0.0672,0.0846,5.9,0.1056,1,1
304.8,308.64,75.31,1,4,25,2,13,1,0.1013,0.0838,0.0,0.0843,1,1
369.05,351.58,110.86,2,4,23,2,7,6,0.0502,0.0221,3.38,0.1495,1,1
133.52,119.92,56.13,1,5,16,2,19,1,0.2561,0.2551,2.44,0.0366,1,1
259.1,255.92,123.48,2,3,20,2,8,2,-0.0504,-0.0455,2.74,0.0976,1,1
62.66,65.75,66.63,1,3,0,2,20,5,0.3658,0.3261,0.71,0.1147,1,1
549.8,498.95,91.22,1,1,17,3,8,1,-0.0544,-0.0511,0.0,0.0439,1,1
689.84,672.65,185.97,1,1,10,2,20,1,-0.0979,-0.1551,0.94,0.0449,1,0
1117.86,1159.88,229.47,2,2,20,3,16,3,0.2211,0.2214,1.21,0.1109,1,1
610.54,557.97,196.24,0,2,4,1,9,4,0.0288,0.0182,10.03,0.0662,1,1
219.16,194.86,210.45,1,2,15,2,17,5,-0.1175,-0.1131,2.39,0.0681,1,1
174.55,176.0,27.01,0,0,27,2,18,6,0.0097,-0.0437,10.9,0.1046,1,1
191.21,192.52,210.27,0,3,36,3,17,1,0.1114,0.1799,0.0,0.0076,1,1
544.22,504.97,109.64,0,3,42,3,10,4,0.0013,-0.0356,7.16,0.2172,2,1
789.16,686.6,226.6,5,10,0,3,15,4,0.0588,0.1215,0.0,0.1425,1,1
735.83,714.8,240.8,0,3,0,1,14,0,0.008,-0.003,8.04,0.089,1,1
1418.92,1348.45,207.36,1,4,16,2,19,2,0.1024,0.135,7.5,0.0461,1,1
106.83,94.24,32.06,1,5,0,3,8,4,0.2485,0.2399,2.71,0.1046,1,1
308.24,298.3,93.5,0,5,34,1,5,5,0.0702,0.0218,3.41,0.0991,1,1
180.32,183.88,88.44,0,5,0,2,7,1,-0.107,-0.1869,8.37,0.1179,1,1
124.13,128.37,21.83,2,5,26,1,9,3,-0.0793,-0.1004,1.72,0.0422,1,1
775.43,772.92,135.82,0,3,37,3,16,2,0.1305,0.1473,9.13,0.0128,1,1
540.11,520.11,157.89,0,0,60,3,11,5,-0.0918,-0.0318,5.76,0.0527,1,1
1390.06,1247.78,232.42,3,3,27,2,11,5,0.0579,0.0251,3.04,0.0264,1,1
1676.41,1547.0,248.15,1,3,45,1,13,1,0.1247,0.137,2.43,0.0274,1,1
29.03,26.82,25.98,2,2,15,1,17,1,0.29,0.3491,3.09,0.042,1,1
677.05,644.73,137.57,0,2,28,2,12,4,0.0029,0.0575,3.96,0.0665,1,1
521.08,454.83,160.06,0,3,24,4,5,4,-0.1243,-0.0903,2.65,0.0419,1,1
714.93,666.61,101.73,2,5,27,3,9,3,0.3087,0.2885,0.42,0.1569,2,1
306.94,309.9,149.45,2,7,48,3,9,5,-0.0185,0.0834,0.0,0.0432,1,0
56.66,57.87,54.19,2,2,2,5,18,2,-0.2119,-0.171,14.98,0.0205,1,1
73.6,66.76,35.63,0,3,14,2,5,2,0.1366,0.213,9.0,0.1701,2,1
671.59,640.65,99.75,3,3,26,2,5,2,0.131,0.1201,2.08,0.0385,1,1
573.14,510.17,232.5,0,2,26,2,6,4,0.1722,0.1677,0.0,0.0429,1,1
777.76,713.0,138.68,3,3,42,3,6,1,-0.0696,-0.0755,3.29,0.009,1,1
1407.85,1356.43,241.02,3,4,2,3,6,5,0.1367,0.1092,3.65,0.1169,1,1
61.02,54.05,53.15,0,3,11,3,5,1,-0.1949,-0.1643,13.85,0.0082,1,1
633.45,571.04,176.01,1,1,14,1,17,5,0.0856,0.1009,0.0,0.1449,1,1
501.87,463.88,228.94,1,1,33,1,6,3,-0.0193,0.0563,8.81,0.066,1,1
477.91,433.25,240.5,2,4,26,3,20,1,-0.1036,-0.0885,12.62,0.0076,1,1
74.51,69.38,68.73,1,4,27,2,9,0,0.0313,0.02,9.4,0.0025,1,1
239.32,246.27,89.47,2,3,24,1,10,3,-0.1078,-0.108,0.0,0.1967,2,1
973.49,870.22,206.86,1,1,14,2,13,2,-0.0942,-0.1046,1.24,0.0108,1,1
1430.77,1478.78,245.04,1,5,0,2,15,2,-0.072,-0.2328,0.9,0.0576,1,1
1027.79,924.6,185.0,2,7,26,3,11,0,0.1489,0.1867,6.84,0.0296,1,1
1247.88,1227.32,249.76,0,0,14,2,7,2,0.143,0.1234,11.21,0.0837,1,1
719.24,752.48,183.86,0,1,16,3,20,3,0.1006,0.0317,0.0,0.0914,1,0
1242.67,1116.67,225.02,1,4,22,1,5,1,-0.0217,-0.0614,1.48,0.1879,2,1
160.68,140.12,77.31,0,3,39,1,17,1,-0.1483,-0.2046,4.09,0.0294,1,1
77.59,68.95,75.16,0,1,52,1,16,6,0.0383,0.071,4.94,0.1495,1,1
238.0,227.38,46.98,2,7,18,3,8,6,0.1937,0.187,8.06,0.0778,1,1
692.55,728.37,181.28,3,6,12,3,6,0,0.12,0.0473,2.87,0.0448,1,1
164.19,163.32,87.01,2,3,15,2,9,1,0.0469,0.0556,0.0,0.0213,1,1
462.36,406.06,141.85,2,3,0,1,19,0,0.2847,0.3233,8.94,0.0651,1,1
488.85,433.28,104.06,0,3,17,1,16,2,0.0106,0.0394,4.58,0.0473,1,1
596.81,537.44,146.27,1,2,16,1,20,1,-0.1113,-0.0849,2.92,0.1229,1,1
407.18,367.57,177.91,0,5,20,2,20,0,-0.0294,0.0153,8.9,0.1851,2,1
282.87,258.84,131.91,2,2,40,2,18,1,0.1763,0.1306,0.0,0.148,1,1
998.49,962.8,151.83,1,5,10,2,7,5,0.1922,0.1647,0.0,0.0879,1,1
167.27,165.35,33.44,0,4,40,1,15,3,-0.0765,-0.0874,2.31,0.0877,1,1
1395.16,1289.21,204.36,2,4,17,4,19,1,0.1176,0.2161,0.72,0.1985,2,1
906.52,789.61,182.27,0,3,11,3,6,2,-0.142,-0.0354,0.0,0.1697,2,0
231.86,232.55,216.7,1,5,11,3,17,3,-0.0608,-0.0183,0.44,0.0123,1,1
853.48,825.85,212.4,0,0,64,4,9,5,0.0626,0.1175,0.0,0.1173,1,1
1017.08,933.9,216.44,1,6,9,1,18,4,0.1004,0.0558,4.96,0.1528,2,1
848.71,808.02,213.23,0,2,38,4,16,0,0.0288,-0.083,0.0,0.1793,2,1
376.73,333.99,121.58,2,2,0,2,7,5,-0.0933,-0.1599,3.24,0.1013,1,1
128.22,122.84,122.53,1,6,4,2,6,5,-0.0446,0.029,0.0,0.067,1,1
652.74,603.69,148.75,0,1,24,2,20,0,0.0835,0.0978,4.96,0.0278,1,1
568.54,584.73,215.89,2,2,48,1,13,6,0.1217,0.1042,0.0,0.1225,1,1
275.01,246.79,242.16,0,5,25,1,17,1,-0.0528,-0.1209,7.91,0.1598,2,1
167.91,172.53,164.14,2,3,42,2,12,3,-0.1505,-0.1706,0.0,0.0732,1,1
749.63,690.46,232.53,2,7,22,2,16,6,-0.1941,-0.1477,7.41,0.0309,1,1
75.54,72.48,71.28,1,5,11,2,10,2,-0.0942,-0.1656,1.36,0.0853,1,1
185.43,169.34,174.52,1,2,52,2,6,4,-0.0762,-0.1553,12.14,0.0495,1,1
32.17,31.38,30.73,1,5,0,2,10,2,0.1034,0.083,12.48,0.1484,1,0
803.89,728.15,176.13,2,3,28,1,6,3,-0.2547,-0.1478,3.43,0.208,2,1
149.0,138.99,128.01,2,2,45,2,8,3,-0.0337,-0.0387,1.26,0.1617,2,1
62.66,57.99,14.5,2,2,44,2,9,5,-0.0075,0.0362,13.41,0.0826,1,1
542.22,490.17,114.65,1,1,0,4,20,0,-0.0129,-0.1196,0.0,0.013,1,1
1575.22,1539.7,249.28,2,7,4,4,14,5,0.0943,0.1551,12.64,0.0591,1,1
944.32,924.13,225.15,2,6,39,3,12,3,0.1105,0.0426,10.85,0.0289,1,0
889.91,874.3,241.98,0,2,21,1,11,6,-0.033,-0.083,15.28,0.028,1,1
928.88,970.24,149.04,2,4,47,2,9,0,0.0319,0.0394,5.7,0.0362,1,1
427.87,384.26,210.48,3,3,2,1,7,6,0.0819,0.1253,9.05,0.0183,1,1
242.33,247.92,244.2,2,6,0,1,8,2,-0.0099,0.0228,8.82,0.0506,1,1
101.79,90.93,19.77,0,3,25,2,20,0,0.1254,0.1267,11.38,0.134,1,0
780.78,747.01,176.44,1,2,32,1,10,4,0.0772,0.0531,0.0,0.0603,1,1
251.94,252.67,93.48,0,0,16,2,16,6,0.0604,-0.0017,5.97,0.1978,2,1
61.66,62.93,22.74,2,4,0,3,6,5,0.279,0.2565,7.1,0.0792,1,0
97.05,85.51,20.4,3,4,30,1,8,0,0.2016,0.1527,0.0,0.0458,1,1
1244.75,1280.58,225.61,1,3,39,3,7,3,0.2904,0.2761,2.98,0.0351,1,1
208.89,190.94,102.96,1,4,38,2,9,0,0.0351,0.0187,11.67,0.1834,2,1
366.68,363.39,192.48,2,7,54,3,12,0,-0.0381,-0.0898,7.84,0.1117,1,1
353.5,322.17,77.0,0,1,12,3,9,4,0.1502,0.1191,21.77,0.1391,1,1
95.08,90.91,18.07,2,4,0,2,5,5,0.2032,0.1892,0.0,0.1194,1,1
14.04,14.29,13.82,2,4,1,1,19,3,0.0834,-0.0174,0.0,0.1493,1,1
692.99,644.37,178.94,0,3,45,1,11,6,0.2421,0.2143,0.0,0.0033,1,1
545.9,531.76,97.36,3,5,43,2,7,4,0.0295,-0.0033,8.4,0.0739,1,1
883.21,785.62,186.97,0,4,0,1,18,2,0.2817,0.3271,5.94,0.0011,1,1
789.43,747.16,180.36,1,2,0,1,7,1,0.1533,0.1186,15.23,0.1522,2,1
37.72,34.62,36.25,0,3,25,1,9,3,-0.0217,-0.0526,9.34,0.0443,1,1
429.68,422.43,210.39,0,3,5,1,20,4,-0.0244,-0.0775,0.0,0.0568,1,1
153.13,146.28,51.22,3,3,18,1,10,4,0.1556,0.2256,0.0,0.0386,1,1
1417.43,1443.04,227.13,4,4,51,2,19,2,-0.0055,0.0192,1.64,0.0199,1,0
197.08,200.59,99.5,0,2,67,1,19,2,0.0502,0.124,17.21,0.0002,1,1
404.97,355.61,123.74,1,6,14,2,19,2,-0.0226,-0.0979,6.66,0.0575,1,1
48.69,48.98,15.95,0,3,38,2,13,1,0.1881,0.2496,5.05,0.0184,1,1
559.2,522.31,104.66,2,5,52,3,17,1,0.0231,-0.0285,3.29,0.0872,1,1
763.13,788.75,244.61,1,6,3,2,18,5,-0.0435,-0.0216,2.01,0.0546,1,1
1010.83,993.85,247.21,1,6,8,1,5,3,-0.0117,-0.0423,7.04,0.1494,1,1
124.3,123.33,57.82,0,1,27,1,19,1,-0.0215,-0.018,4.07,0.0661,1,1
165.73,164.49,39.8,4,5,48,1,5,0,0.0629,0.0049,11.97,0.0626,1,1
673.21,625.9,145.74,0,0,29,1,13,1,0.0377,0.0132,2.34,0.0244,1,1
84.06,74.23,75.44,1,3,18,3,7,4,0.1083,0.1743,4.75,0.0142,1,1
762.18,701.18,219.39,0,4,53,3,9,0,0.1395,0.166,7.7,0.093,1,0
64.01,64.38,34.58,0,1,47,1,8,3,0.0036,0.0085,9.7,0.0641,1,1
508.26,489.47,175.85,2,7,23,2,8,1,0.1403,0.1935,10.68,0.0572,1,1
114.58,117.84,111.95,0,0,3,2,11,0,0.2225,0.2375,0.0,0.0365,1,0
29.47,26.77,25.9,2,3,0,3,16,0,0.0054,0.0868,10.27,0.2394,2,1
487.64,454.64,215.23,0,3,58,3,5,4,0.0661,0.098,1.43,0.2278,2,1
200.23,190.55,33.68,1,4,6,1,10,6,0.1617,0.1318,8.64,0.0912,1,1
107.22,109.73,39.67,2,6,17,1,6,0,0.0219,0.0438,2.3,0.1727,2,1
289.13,252.08,64.21,0,5,42,3,16,1,-0.2186,-0.144,4.72,0.0469,1,1
174.5,169.4,30.4,0,3,61,4,10,0,-0.0024,0.0228,7.56,0.2084,2,1
443.83,441.31,211.15,1,2,0,2,17,2,-0.1171,-0.1843,5.23,0.0135,1,1
143.3,136.55,35.93,2,5,31,2,6,6,0.2143,0.2456,9.8,0.068,1,1
186.68,169.4,82.66,0,2,4,1,20,3,0.0712,0.0087,3.77,0.1119,1,1
259.63,266.61,247.77,0,2,38,1,6,0,0.1281,0.1939,6.29,0.063,1,1
184.78,176.4,42.28,2,5,44,1,20,4,-0.0937,-0.0574,0.0,0.0165,1,0
913.97,907.71,172.36,2,2,16,2,16,2,0.1081,0.0465,4.8,0.0176,1,1
368.05,360.74,92.83,1,4,12,1,7,6,-0.0948,-0.1101,9.12,0.1417,1,1
634.42,632.32,146.33,1,5,0,1,17,4,-0.0707,-0.0293,4.99,0.05,1,1
446.17,411.79,129.22,2,7,39,3,7,6,0.2127,0.2332,0.64,0.0744,1,1
381.74,349.08,159.9,2,5,11,1,20,3,0.1035,0.1898,1.05,0.0317,1,1
673.06,651.65,169.23,1,5,49,1,10,4,-0.0229,-0.0964,4.04,0.154,2,1
933.88,846.04,137.85,0,2,0,1,11,2,-0.0365,-0.0279,3.77,0.0392,1,1
355.07,368.75,86.48,1,5,44,1,12,3,-0.0234,-0.0213,7.41,0.2031,2,1
615.31,570.06,144.36,1,1,30,3,13,6,0.1081,0.0389,9.26,0.2024,2,0
813.78,720.6,197.74,1,1,40,4,7,3,-0.0212,0.054,0.63,0.1016,1,1
164.34,144.17,135.27,1,6,24,4,12,4,0.2064,0.2694,0.2,0.1615,2,1
1221.97,1229.84,188.55,2,3,33,1,6,3,0.1802,0.1044,2.06,0.1467,1,1
590.31,519.0,241.2,2,4,17,1,5,5,0.2102,0.1961,8.81,0.0066,1,0
1429.39,1428.54,230.19,0,4,43,3,12,6,-0.0543,-0.0602,4.27,0.2355,2,0
100.82,101.11,31.66,0,1,59,1,15,6,0.0629,0.0121,15.77,0.1097,1,1
540.87,483.68,123.06,1,5,0,3,7,2,-0.1159,-0.1869,8.63,0.0205,1,1
159.5,153.56,163.93,1,4,38,2,14,2,-0.0017,-0.0128,4.02,0.1907,2,1
1347.39,1239.38,193.16,1,3,8,2,15,6,-0.0429,-0.047,6.47,0.0329,1,1
394.86,348.01,63.88,2,5,0,1,19,1,0.0327,0.1301,11.92,0.1099,1,1
69.61,61.09,31.37,2,4,46,3,20,0,-0.0136,-0.0082,7.99,0.201,2,1
801.18,714.53,128.6,0,3,41,2,11,3,0.1402,0.2205,20.13,0.1144,1,1
964.35,887.28,227.76,1,1,25,1,11,5,0.2152,0.1762,8.21,0.0577,1,1
96.33,85.12,89.89,1,6,73,1,6,0,0.0462,0.1157,2.05,0.1464,1,1
91.49,92.98,19.87,0,2,25,4,18,1,0.1509,0.148,9.19,0.1616,2,0
620.95,616.89,189.48,1,6,0,1,13,4,-0.0478,0.0497,0.0,0.2872,2,1
335.02,310.97,143.36,0,0,29,3,10,5,0.1735,0.1492,4.61,0.1447,1,1
836.64,860.3,144.61,0,4,36,3,11,6,0.0015,0.0943,4.0,0.0502,1,1
1051.03,918.47,150.56,0,2,20,4,8,2,0.1453,0.2199,5.47,0.0504,1,1
189.64,196.27,210.87,0,4,13,1,13,4,-0.0086,-0.0461,12.06,0.1066,1,1
1799.22,1621.78,249.96,3,7,53,2,7,4,0.2601,0.3069,2.25,0.0447,1,0
132.13,134.47,31.41,1,5,17,4,9,0,-0.0148,0.0709,2.8,0.0774,1,0
239.37,214.41,41.51,0,5,23,1,18,0,0.0728,0.0765,0.0,0.0236,1,1
158.25,145.81,133.2,0,3,14,1,7,2,0.0022,0.0063,5.61,0.0239,1,0
1532.46,1453.09,226.7,1,1,31,3,18,3,0.066,0.127,8.94,0.0314,1,1
192.89,175.66,194.48,1,3,33,1,6,0,-0.112,-0.0728,0.23,0.1834,2,1
696.11,608.84,159.71,2,3,15,2,8,3,-0.1133,-0.1186,3.86,0.1119,1,1
729.22,663.62,107.22,1,5,13,4,16,5,-0.0346,-0.1026,0.0,0.1164,1,1
64.61,59.32,55.79,1,3,29,3,11,0,0.1206,0.1031,10.36,0.0655,1,1
387.93,370.51,187.31,1,1,10,2,14,4,0.1073,0.0635,2.6,0.1082,1,1
1150.81,1048.66,245.08,0,1,10,1,20,1,0.0609,0.0472,0.0,0.0262,1,1
689.33,657.15,110.11,1,6,7,4,5,1,0.0315,0.0632,1.58,0.1223,1,1
625.88,559.58,91.4,1,2,16,1,16,6,-0.2453,-0.3763,6.76,0.105,1,1
155.88,157.48,170.09,2,5,41,3,20,2,0.0647,0.1282,9.66,0.0797,1,1
346.92,307.31,48.07,1,3,26,2,12,3,0.009,0.0068,9.47,0.0667,1,0
813.28,723.08,225.12,1,4,30,2,19,6,-0.1721,-0.1465,6.18,0.1013,1,1
183.19,188.64,207.67,0,5,0,3,19,6,0.1332,0.0521,3.64,0.162,2,1
85.02,74.32,39.52,2,6,62,2,20,2,0.0332,0.063,3.04,0.1904,2,1
1042.02,946.69,169.6,0,4,31,1,19,6,0.1137,0.0384,3.08,0.151,2,1
1285.41,1329.33,203.5,1,2,36,2,6,3,0.0602,-0.0132,0.0,0.0373,1,1
1754.43,1559.27,245.21,2,7,21,1,15,2,-0.1825,-0.142,4.24,0.0751,1,1
762.23,709.14,164.53,1,4,7,2,17,6,0.0831,0.1231,9.27,0.0945,1,1
1409.95,1332.45,221.17,1,2,48,1,5,0,0.1936,0.2417,0.0,0.0728,1,1
875.93,910.54,246.87,3,5,11,1,6,6,0.0139,-0.0071,1.09,0.1892,2,1
474.52,446.35,203.29,2,5,7,1,14,5,-0.013,0.0042,0.0,0.0281,1,1
69.93,70.74,35.25,0,4,14,2,18,6,0.0051,0.0166,1.18,0.0968,1,1
105.86,99.15,98.63,0,1,22,1,19,5,0.0509,0.1036,1.08,0.2086,2,1
286.53,250.55,126.34,1,4,0,2,19,3,0.1186,0.1246,0.0,0.0227,1,1
143.24,142.12,36.48,0,1,23,1,5,6,0.121,0.1756,12.21,0.065,1,1
206.45,197.04,61.74,2,2,1,4,18,3,-0.089,-0.1176,12.48,0.0084,1,1
1141.9,1167.94,210.08,0,4,0,3,7,6,0.2059,0.1564,0.0,0.0341,1,1
283.79,258.66,239.94,3,6,45,1,14,4,-0.0556,-0.1124,16.86,0.1689,2,1
264.9,240.79,239.75,1,4,24,1,13,6,-0.0111,0.0147,14.86,0.1288,1,1
731.66,762.94,155.65,0,5,46,2,18,0,0.1167,0.0829,3.87,0.1145,1,1
162.25,147.01,78.48,3,7,65,5,10,0,0.1606,0.151,0.0,0.1116,1,0
311.8,320.06,100.12,1,2,25,1,20,4,0.0518,0.0025,5.59,0.0964,1,1
100.3,93.15,25.71,1,4,22,2,9,2,0.0214,-0.028,1.29,0.1269,1,1
241.77,218.52,99.59,0,3,0,3,19,0,0.1841,0.1845,6.37,0.0292,1,0
26.63,26.5,24.44,1,6,55,2,14,0,-0.0194,0.0133,10.3,0.1075,1,1
455.61,404.75,184.02,1,2,0,2,15,5,0.0357,0.1191,0.0,0.0954,1,0
201.44,198.32,60.55,2,7,19,2,5,5,0.043,0.0724,10.78,0.0532,1,1
197.82,204.89,198.95,0,0,39,1,8,2,0.1648,0.1563,0.0,0.0389,1,1
1398.76,1365.85,246.11,1,5,27,2,16,1,-0.131,-0.0728,8.43,0.0435,1,1
921.56,878.87,242.15,3,7,23,2,17,0,0.1565,0.1092,0.0,0.0833,1,1
861.23,874.25,171.32,0,0,7,4,13,1,-0.0457,-0.0395,2.94,0.1835,2,1
976.7,858.58,144.43,1,4,31,2,15,3,0.1185,0.0761,9.23,0.1386,1,1
1029.31,1034.58,192.17,1,3,45,3,7,4,0.0526,0.1065,0.0,0.0963,1,0
106.45,110.59,57.25,3,6,45,2,5,4,0.132,0.0202,6.43,0.0356,1,1
706.03,669.9,209.8,1,4,32,2,19,4,0.0703,0.1662,15.48,0.139,1,0
161.22,142.2,25.61,0,2,16,4,7,0,-0.0175,-0.075,2.36,0.1459,1,1
291.09,269.04,65.95,2,6,26,3,15,5,-0.0642,0.0166,0.0,0.0201,1,1
14.43,13.5,12.95,1,6,33,2,13,2,-0.1195,-0.0812,0.0,0.0978,1,1
43.51,41.33,40.64,0,3,9,1,20,2,0.0328,-0.0002,0.99,0.1631,2,1
53.15,47.58,23.76,1,6,13,2,11,5,0.2266,0.179,0.0,0.1672,2,1
634.06,594.98,153.94,3,5,18,3,6,3,0.1625,0.1633,4.51,0.0885,1,1
294.05,264.22,125.38,2,6,10,3,5,2,0.1627,0.1657,0.87,0.0669,1,1
912.15,951.36,150.56,2,3,27,3,15,6,-0.0761,-0.1056,2.74,0.2134,2,0
210.08,194.34,209.55,1,6,17,3,19,1,-0.0291,0.0062,7.48,0.1554,2,1
1147.84,1191.85,221.6,3,7,60,2,16,2,0.1592,0.0479,0.0,0.0807,1,1
404.06,412.42,215.06,1,2,13,1,9,6,-0.1087,-0.1122,0.0,0.0878,1,1
906.93,882.55,157.57,2,4,2,1,16,4,0.0411,0.014,0.0,0.0247,1,1
881.84,781.1,165.94,1,3,26,3,18,3,-0.2032,-0.2539,0.0,0.1429,1,1
80.79,81.12,80.81,2,4,31,1,16,6,0.0886,0.0487,4.07,0.1547,2,1
98.6,88.15,96.18,1,4,3,1,12,0,0.1334,0.1654,0.0,0.062,1,1
286.46,263.6,82.65,1,6,55,4,13,0,0.048,0.0531,0.0,0.0555,1,0
935.68,865.71,191.87,4,9,63,1,12,1,0.0363,0.0024,4.81,0.1726,2,1
806.84,727.95,183.4,1,5,36,2,19,6,-0.0279,-0.0732,1.91,0.0476,1,0
136.89,134.08,129.95,1,2,0,3,14,2,-0.0828,-0.1164,7.22,0.0877,1,0
527.15,465.37,146.37,0,2,16,2,17,1,0.0362,-0.0079,4.85,0.1771,2,1
67.73,70.81,35.04,1,5,12,2,7,3,0.0316,0.0672,2.77,0.0575,1,1
69.12,61.06,12.65,0,0,63,1,17,6,0.147,0.1743,15.68,0.0326,1,1
359.74,336.99,154.89,3,6,18,1,5,1,-0.161,-0.1298,0.43,0.0477,1,1
1167.8,1096.29,221.02,1,6,8,1,14,3,0.1005,0.0314,0.0,0.104,1,0
720.98,666.45,113.7,2,6,50,3,6,1,0.1029,0.0836,9.51,0.0215,1,1
184.21,185.43,177.53,0,3,27,2,8,4,0.0486,0.0532,0.0,0.0291,1,1
73.22,67.47,16.41,1,3,13,3,11,3,0.1386,0.1475,3.17,0.0433,1,1
489.29,461.73,126.34,1,1,73,3,10,6,-0.1582,-0.1353,4.31,0.0563,1,1
155.12,154.4,171.13,2,4,38,4,11,3,-0.025,-0.1149,7.24,0.0128,1,1
95.83,99.77,103.75,3,7,26,3,12,1,-0.0003,0.0437,7.41,0.1433,1,1
159.76,164.82,25.16,1,6,8,1,6,3,-0.17,-0.1772,0.29,0.1682,2,1
514.7,516.52,104.82,2,2,35,2,11,3,0.0347,0.0483,12.63,0.0626,1,1
240.38,228.96,108.66,3,8,16,1,10,2,0.2071,0.1898,13.2,0.0674,1,1
259.16,235.1,41.9,0,3,0,2,19,3,0.0593,-0.0228,3.32,0.0293,1,1
172.46,170.46,157.92,1,5,26,1,6,1,-0.021,0.0088,6.35,0.1186,1,1
1101.56,1003.38,153.54,1,4,39,2,18,5,-0.0953,-0.0633,0.0,0.095,1,1
326.58,301.55,139.43,3,4,12,1,17,4,-0.0064,0.0422,16.11,0.0854,1,1
56.25,49.44,22.51,2,5,33,2,7,3,-0.0279,-0.0346,0.0,0.0707,1,1
192.14,168.02,82.74,0,1,39,1,16,3,-0.0473,-0.0081,0.0,0.1248,1,1
417.53,437.68,206.7,0,4,51,3,9,4,-0.0264,-0.032,0.0,0.005,1,1
662.45,606.1,125.4,1,2,26,2,16,3,-0.0527,-0.0235,0.0,0.1508,2,1
516.12,500.24,163.85,4,6,35,1,18,2,0.0184,0.0295,0.0,0.0161,1,1
621.56,547.49,177.15,3,7,25,2,16,5,0.0423,0.0307,2.28,0.0458,1,1
275.43,258.46,45.37,1,1,14,4,17,3,0.1537,0.1169,0.0,0.2144,2,0
401.76,397.61,209.14,2,7,14,1,14,5,-0.1585,-0.1046,3.64,0.0501,1,1
583.02,587.78,205.41,1,1,0,3,8,0,0.1717,0.1794,0.0,0.03,1,1
205.83,207.99,99.92,1,2,45,2,11,1,0.1106,0.1899,5.42,0.0374,1,0
487.23,501.35,115.78,1,1,18,2,5,4,0.0809,0.0864,10.88,0.0806,1,1
172.02,179.49,169.68,1,2,30,1,13,3,-0.0573,-0.0497,0.0,0.1089,1,0
728.49,672.65,206.04,1,3,29,2,19,6,0.0983,0.0726,0.0,0.1092,1,1
446.0,400.72,77.07,1,3,3,1,20,4,-0.0162,0.0006,19.03,0.0647,1,1
199.29,174.21,162.11,1,2,0,1,7,2,0.0691,-0.035,10.08,0.2669,2,0
176.59,178.55,186.23,0,0,0,2,6,1,-0.0012,-0.0009,13.93,0.1236,1,0
193.82,199.17,50.33,1,2,12,2,7,0,-0.1262,-0.1989,7.79,0.1661,2,0
187.65,179.53,62.89,3,8,32,2,20,0,0.0805,0.0373,5.29,0.1705,2,0
175.51,160.51,164.56,1,4,5,1,12,1,-0.0396,-0.042,8.97,0.1288,1,1
356.64,348.44,188.71,2,7,50,2,5,2,0.1875,0.211,13.61,0.0803,1,1
640.41,656.65,201.4,0,0,2,4,15,1,0.0635,0.0805,0.0,0.1005,1,1
154.87,139.49,45.01,3,7,11,1,8,2,0.2379,0.2363,0.0,0.0979,1,1
1471.96,1323.65,241.96,2,7,51,3,6,6,0.0157,0.0317,0.0,0.0716,1,1
509.21,500.46,247.86,0,4,58,2,17,0,-0.0464,-0.0535,2.69,0.0365,1,0
142.65,128.71,33.36,1,6,20,1,9,3,0.215,0.2012,0.0,0.1101,1,1
1087.92,970.29,166.3,2,2,33,1,17,3,0.0188,-0.0087,9.28,0.1027,1,1
38.96,38.28,38.16,0,4,29,2,17,3,0.1103,0.0884,11.64,0.1342,1,1
1195.16,1064.27,168.04,3,6,20,4,16,0,0.0863,0.1005,0.0,0.087,1,1
