claim_total,claims_last_30d,claims_last_90d,days_since_last_claim,claim_duration_days
221.66,1,3,77,3
296.94,0,3,24,2
376.21,0,3,20,4
475.62,0,1,118,2
355.68,2,2,9,6
393.3,1,3,110,3
3715.1,6,16,14,1
298.48,1,4,79,3
81.77,1,4,68,3
317.0,0,0,112,4
258.24,0,2,79,1
321.13,2,4,52,5
3929.48,6,12,5,7
144.54,1,4,57,2
437.55,0,3,56,1
317.15,2,2,28,1
4038.58,5,5,20,14
89.7,2,2,24,5
293.0,2,5,113,6
94.23,0,0,88,7
461.92,1,1,116,1
313.76,0,3,104,2
114.79,2,3,33,3
2801.21,4,14,9,10
4645.94,2,7,1,7
257.1,2,5,115,5
439.26,0,2,50,6
410.16,1,2,99,1
427.93,2,3,17,3
334.45,2,4,61,6
2108.64,6,7,16,8
353.97,2,3,71,3
176.07,0,2,52,5
97.1,0,2,13,3
4779.38,6,7,24,3
4900.0,3,3,6,7
249.78,1,4,109,7
83.59,0,3,117,7
250.88,0,1,34,6
4119.33,6,10,11,7
168.53,1,3,8,7
4187.31,4,10,30,5
79.88,0,1,83,3
391.26,2,3,116,1
475.2,1,4,95,2
366.48,0,3,34,1
482.77,2,3,95,1
423.43,1,3,95,6
123.65,0,1,27,3
434.53,2,4,13,5
382.48,2,3,79,4
60.78,1,2,43,3
430.94,2,4,54,2
205.42,2,4,74,3
464.7,1,3,99,5
78.64,0,2,6,2
846.15,6,7,12,10
340.48,1,1,34,7
426.99,2,5,54,6
3673.55,3,11,6,12
252.38,0,1,80,7
106.42,1,3,90,6
4869.92,1,3,13,14
486.15,2,2,78,6
223.01,0,0,76,2
253.58,0,3,58,4
85.08,0,2,100,4
1750.48,1,3,25,14
110.14,2,3,39,5
67.83,0,3,59,5
239.44,1,1,17,4
3264.21,3,5,20,5
231.62,1,3,8,5
160.39,1,1,63,3
4585.85,4,8,4,14
416.09,0,3,36,4
220.82,0,2,99,6
325.55,1,3,79,7
132.22,2,5,53,7
4153.52,3,12,1,1
436.23,2,4,5,2
200.53,0,1,111,7
4007.69,6,10,28,9
113.31,2,3,78,1
389.76,0,0,37,3
379.04,2,2,52,6
311.11,0,1,50,1
363.5,2,5,72,5
420.75,0,0,22,7
180.28,2,4,41,2
342.78,1,1,70,2
287.75,1,1,12,1
291.16,0,0,44,2
196.05,0,2,34,4
235.64,2,2,107,1
296.82,2,5,17,1
232.42,2,4,59,3
392.44,0,3,87,5
51.03,1,2,36,7
217.53,1,2,95,6
231.91,0,1,29,1
275.99,1,3,94,1
461.97,0,1,41,6
180.17,0,0,56,4
96.39,0,2,45,6
113.75,0,3,59,2
383.08,0,1,22,7
66.81,1,2,116,5
349.17,0,2,53,2
93.02,2,2,113,1
143.48,2,4,31,2
136.6,2,3,51,2
479.9,0,1,25,2
164.37,1,3,47,2
133.55,1,3,103,7
249.22,0,1,38,5
243.23,1,2,100,1
312.5,1,2,60,7
351.5,2,3,40,6
336.63,1,2,84,4
210.29,0,2,93,2
4918.26,4,9,26,6
79.85,1,4,25,3
442.54,2,2,84,4
97.35,1,3,33,2
311.72,1,2,41,4
477.03,1,4,97,3
202.13,2,5,21,7
394.63,2,4,100,2
141.14,2,5,68,5
96.46,1,1,25,6
340.18,1,2,100,6
151.07,1,2,89,3
197.83,2,5,36,6
235.83,0,3,98,5
304.47,2,3,83,5
391.51,2,2,58,1
151.07,2,2,17,4
2818.71,2,9,2,1
273.69,0,3,21,4
361.0,0,0,40,5
416.53,2,2,76,2
173.79,0,0,21,1
2292.04,2,11,24,5
248.91,0,2,87,3
386.89,2,3,54,7
205.01,1,2,109,2
257.0,2,4,6,2
307.69,2,2,90,1
236.12,1,3,77,4
234.5,2,2,57,6
1508.88,3,6,19,2
480.16,0,1,49,7
62.39,1,2,77,5
313.29,0,1,33,2
172.35,1,4,111,4
142.3,2,4,73,7
70.52,2,4,16,6
82.02,1,4,81,2
497.28,2,2,18,4
177.31,2,2,103,1
190.19,0,0,24,5
446.76,1,1,56,5
3865.95,1,10,19,1
114.97,0,2,69,6
1860.64,3,5,1,4
83.61,0,3,77,6
426.79,2,2,31,5
85.93,1,1,114,6
4058.22,1,4,28,3
93.99,2,4,113,7
110.91,1,1,25,5
344.84,1,1,20,2
256.71,2,4,45,2
4702.49,1,10,6,7
279.53,1,4,42,7
322.33,0,0,9,6
326.59,0,3,20,7
178.82,0,1,20,3
71.55,2,3,15,3
73.13,2,5,89,2
232.93,1,3,48,2
1289.75,6,13,23,5
509.07,6,11,9,8
79.25,2,5,79,5
326.11,2,4,59,4
278.0,2,3,12,1
315.88,2,4,60,4
348.53,1,2,51,3
183.31,0,1,62,6
255.05,1,4,22,7
232.29,0,2,53,7
60.15,0,0,42,7
4644.42,1,4,0,14
341.72,1,2,38,1
280.37,0,0,5,6
2353.33,5,14,1,11
487.39,0,3,22,5
262.27,0,1,69,6
208.02,2,3,22,2
116.64,0,1,41,1
261.96,0,1,50,5
183.72,0,2,16,1
299.4,1,1,34,3
958.01,1,4,11,11
433.84,1,2,45,7
4674.41,2,12,16,10
421.53,1,3,20,6
349.2,1,1,81,7
158.12,0,0,113,1
185.04,2,4,115,6
1591.63,1,10,10,14
403.98,2,2,88,3
300.05,1,3,98,6
66.39,0,1,7,4
204.96,2,2,91,2
313.33,0,1,17,2
329.25,2,5,37,2
231.12,2,2,45,7
195.42,1,4,105,3
187.72,0,2,28,5
502.98,4,13,30,7
71.98,1,3,119,2
410.44,1,1,53,1
224.82,1,4,35,2
173.01,1,1,15,4
249.87,0,1,58,6
184.48,2,2,22,3
59.22,1,2,66,6
326.2,2,5,42,3
398.23,1,2,46,7
541.18,3,13,5,4
455.42,0,1,43,5
64.36,0,3,95,2
374.06,1,2,116,4
197.43,1,3,63,3
313.23,0,3,27,7
414.04,0,1,40,2
77.64,0,1,89,2
202.07,2,4,50,2
4317.46,3,13,17,13
224.09,0,2,7,7
245.78,0,0,61,2
182.97,0,1,111,2
89.15,1,2,120,1
158.33,0,3,53,5
436.29,0,3,33,2
388.18,0,0,112,2
275.05,1,3,5,2
238.09,2,2,18,5
159.58,1,2,67,5
321.66,0,0,87,1
311.79,1,4,17,4
428.75,1,3,94,4
382.98,1,3,5,6
498.87,0,1,5,3
204.85,0,1,100,2
223.28,2,5,64,7
83.96,1,4,42,4
427.03,1,1,105,6
183.07,1,2,91,5
96.98,0,3,68,4
3701.74,3,3,11,3
341.64,1,1,21,1
122.05,0,2,66,5
347.97,2,2,24,2
353.82,1,4,85,5
248.81,1,4,85,4
160.73,0,1,92,4
210.08,0,0,116,2
336.09,2,4,87,5
149.3,1,1,15,3
322.82,0,0,10,1
1601.79,3,6,18,13
458.53,0,1,94,6
114.44,1,3,81,6
433.15,1,2,21,4
290.91,1,1,67,6
410.64,1,4,48,5
493.43,0,1,10,1
173.65,0,3,107,3
242.58,1,2,60,4
4445.71,3,4,25,3
497.03,1,3,33,7
2700.54,3,13,12,6
2236.56,4,10,8,9
182.07,1,2,26,3
309.98,2,4,111,1
233.05,0,2,5,4
486.8,1,3,54,5
4364.37,2,12,1,14
106.87,1,4,96,4
475.09,2,4,94,1
312.93,0,2,92,3
828.27,5,6,9,7
3455.34,1,3,4,13
451.83,1,1,41,3
3753.68,4,6,11,2
1810.88,6,6,14,1
342.37,2,3,16,3
356.28,0,1,29,4
446.37,2,2,77,6
192.49,2,5,67,4
250.37,1,2,57,6
113.28,2,5,30,1
494.79,0,0,110,7
449.64,2,4,69,3
417.69,2,3,31,7
432.09,2,5,7,7
472.32,2,5,68,6
88.61,0,3,6,7
354.72,2,4,119,4
3197.27,1,9,11,7
371.83,0,0,115,2
329.73,0,1,52,1
486.1,0,0,18,3
99.37,1,1,74,1
285.76,2,2,41,3
77.56,0,2,35,1
223.23,2,4,14,6
198.57,2,2,40,5
264.79,1,3,50,5
68.93,2,2,18,4
192.99,1,4,19,4
252.86,1,1,16,5
449.85,2,2,56,5
301.43,2,3,66,6
92.03,1,4,59,7
240.07,0,3,110,7
210.31,2,3,89,2
79.55,0,2,115,1
490.56,0,2,29,3
292.6,2,4,59,3
117.48,1,2,51,2
3103.26,5,13,5,5
230.08,0,0,64,7
200.81,0,0,92,3
170.46,1,4,75,4
143.61,0,0,24,7
142.03,1,2,66,7
316.63,2,3,37,3
216.94,2,2,26,3
283.03,1,4,18,2
294.96,0,0,73,5
1062.78,6,6,20,8
150.69,2,3,66,7
255.14,2,2,20,7
113.09,0,3,88,5
1392.89,5,5,0,8
1158.92,1,3,22,14
137.06,2,4,67,2
4839.4,3,13,15,14
347.99,1,1,101,5
402.66,1,1,91,5
263.63,1,3,95,5
397.34,1,4,57,3
324.22,2,5,72,7
179.4,1,1,7,5
118.55,1,2,91,4
214.03,1,2,93,2
89.71,0,2,36,5
256.39,1,3,66,6
72.53,0,2,68,7
101.43,1,1,100,6
81.16,2,3,58,1
64.71,1,3,76,5
351.23,1,3,81,4
4633.31,2,5,10,5
371.17,1,4,119,1
98.51,2,5,65,5
163.46,0,3,86,4
3554.5,2,4,0,4
497.7,1,2,109,6
214.19,2,3,44,4
168.74,2,3,97,4
180.54,0,0,93,6
113.56,2,5,90,1
349.94,1,1,45,1
301.76,1,3,31,7
444.83,1,2,98,1
3632.33,2,5,10,7
459.3,1,2,108,1
76.19,2,2,80,1
317.83,0,0,75,4
377.2,1,1,27,5
476.75,1,3,13,3
474.49,0,0,84,6
465.55,2,3,86,4
89.83,1,4,26,5
611.3,1,3,4,11
283.96,1,3,104,4
4916.27,4,4,27,6
1491.3,1,1,11,11
145.44,2,3,6,7
273.73,0,3,84,5
112.78,2,2,100,3
239.98,0,3,57,6
3414.37,6,7,12,13
265.52,0,3,66,4
1063.69,5,13,25,4
156.28,2,4,8,1
228.43,2,3,63,4
121.51,1,4,60,4
361.0,0,1,62,6
477.31,1,2,28,5
3210.02,6,14,30,10
181.14,2,3,108,3
97.78,1,3,84,4
118.53,1,4,53,3
427.36,2,4,99,5
63.2,0,2,20,7
451.36,1,3,66,5
307.24,0,2,116,4
91.76,2,5,15,6
489.64,2,5,10,1
2124.77,1,1,22,10
171.39,2,3,71,4
450.04,1,4,11,6
57.5,0,1,7,1
444.73,1,1,13,6
426.02,0,3,40,2
486.06,1,3,24,2
432.93,1,2,110,1
57.05,0,0,6,7
3375.22,1,3,25,5
457.11,2,5,22,3
308.39,1,2,65,7
179.72,0,2,68,7
413.03,1,3,55,6
2153.65,4,14,24,8
374.16,2,5,105,2
186.76,1,2,37,3
176.31,2,5,119,5
3481.97,4,9,29,14
349.81,1,2,105,3
435.26,2,4,88,5
3334.91,4,11,6,7
4234.42,5,10,7,3
348.34,1,4,51,5
465.93,2,4,36,2
342.69,2,3,89,7
185.34,2,5,81,6
291.0,1,1,102,6
193.6,0,2,97,1
289.4,1,4,26,6
73.01,0,2,27,7
138.27,0,3,62,2
2705.1,2,11,10,5
464.93,2,2,35,5
785.46,2,7,17,6
67.3,0,0,43,3
133.24,2,2,44,2
448.11,0,3,81,3
358.99,2,3,110,2
329.19,1,2,15,7
457.53,0,1,35,6
63.14,0,3,50,2
4177.02,2,10,13,14
457.74,2,4,19,6
213.56,0,1,75,6
206.85,1,1,38,6
489.55,2,2,79,2
85.28,2,4,49,7
390.1,0,3,94,1
2380.46,4,6,17,14
255.03,0,3,37,4
429.54,0,2,111,4
240.43,2,3,102,4
95.68,1,1,70,3
280.02,2,5,55,2
329.64,0,3,78,2
424.51,0,0,106,7
328.3,1,1,60,6
76.69,1,1,96,3
419.67,2,3,110,2
3667.54,4,11,7,11
476.43,0,2,105,2
288.95,2,2,44,5
471.08,2,4,88,2
216.18,0,3,43,3
355.78,2,3,105,6
160.84,0,3,51,7
220.36,0,0,19,6
315.71,2,4,85,3
88.29,2,3,87,3
447.31,1,2,106,1
3585.54,2,12,18,8
355.18,0,2,7,4
313.04,2,5,82,2
402.01,1,1,62,2
2791.55,4,6,21,10
74.11,2,5,34,7
120.53,2,3,55,5
4040.81,4,7,21,8
267.82,0,2,22,5
253.04,0,3,87,3
317.68,2,2,52,7
164.43,1,1,6,7
526.45,6,12,23,13
302.2,2,2,118,2
189.35,1,1,26,5
229.89,1,1,35,6
172.49,2,3,39,4
256.65,1,3,85,1
375.61,0,3,74,5
83.98,0,1,62,2
442.1,1,1,36,2
77.05,2,4,25,2
155.76,2,3,51,7
64.19,2,3,92,6
388.51,1,1,97,7
150.02,0,1,73,5
356.09,2,5,36,6
55.68,2,4,87,4
132.88,0,0,50,2
364.43,0,0,65,1
245.16,1,3,116,7
344.39,2,4,18,2
52.89,1,1,102,1
3128.63,1,10,8,13
212.81,1,4,82,4
227.94,1,4,110,1
254.08,1,1,35,4
357.95,0,3,101,2
158.23,1,4,18,2
394.2,1,4,74,2
2175.15,4,7,14,2
430.72,2,5,100,3
70.94,2,3,32,6
372.82,1,4,13,3
225.94,1,2,68,4
148.28,1,1,14,7
400.6,2,4,27,6
218.56,1,2,19,5
289.33,1,2,118,4
62.25,1,4,45,4
304.41,2,5,7,2
301.42,0,0,8,3
268.88,2,3,56,6
429.31,1,2,100,2
368.12,2,2,89,6
470.76,1,3,81,2
69.66,1,1,53,6
1153.19,1,2,17,8
281.1,1,4,20,5
89.38,0,3,94,5
475.69,2,2,113,7
354.71,2,4,111,5
178.18,2,5,84,5
122.55,0,0,67,1
295.82,1,3,58,3
92.71,2,2,119,1
271.63,2,4,57,7
496.91,0,0,26,5
479.78,1,4,109,2
388.97,0,3,81,3
148.06,2,2,16,5
145.06,2,2,55,5
1250.1,1,2,24,4
55.84,0,3,68,3
357.46,0,0,54,2
360.97,1,1,107,7
261.59,2,4,39,5
431.54,1,1,36,4
320.61,2,4,52,5
276.58,1,4,120,7
3560.37,5,13,24,14
266.82,1,2,82,6
459.84,1,1,61,7
425.12,2,3,46,5
800.46,6,10,26,8
4541.14,1,3,22,4
66.79,2,5,34,5
211.1,0,1,97,7
193.25,0,2,54,2
321.39,0,3,81,4
381.59,2,2,88,5
347.71,1,4,22,6
378.21,2,3,94,1
336.22,0,2,88,7
2383.42,5,6,2,4
329.76,0,3,62,1
111.24,1,2,95,3
3678.56,2,6,4,11
126.83,1,1,93,5
406.35,2,3,108,7
353.16,0,1,98,2
188.84,0,0,119,5
405.9,1,3,26,3
298.73,1,2,90,6
361.9,0,2,5,6
247.64,1,1,20,6
241.6,0,2,58,3
411.21,1,1,44,4
329.44,2,2,119,2
193.96,2,3,43,7
92.0,2,2,70,7
437.03,2,2,8,6
222.5,2,4,28,6
495.52,0,1,35,4
221.72,2,5,81,2
306.43,0,1,73,4
162.52,0,1,82,6
329.49,0,2,21,3
436.39,1,1,53,4
280.57,0,2,57,2
184.96,2,3,35,3
216.91,2,5,60,5
66.78,1,3,108,3
162.09,2,3,54,5
2995.18,3,3,14,5
419.53,0,2,25,7
3351.21,5,14,11,10
493.47,1,1,36,5
456.93,1,3,46,2
93.26,1,4,47,1
106.07,2,3,5,1
409.17,1,3,22,5
254.89,1,3,99,6
230.88,1,4,60,4
325.07,1,4,7,4
255.9,2,2,116,7
2449.54,1,2,27,5
458.67,0,0,102,2
167.32,2,5,18,3
423.16,1,4,98,3
202.41,2,5,7,6
271.12,1,3,77,6
141.98,2,3,52,5
4925.22,5,13,10,1
4964.87,3,8,24,1
401.69,1,2,67,3
111.07,2,4,120,2
245.58,1,2,120,3
105.97,0,1,47,1
3571.2,2,10,10,14
270.72,2,3,101,4
1853.85,1,11,13,13
282.78,1,2,102,6
301.67,0,3,30,3
149.33,2,2,7,7
393.85,1,4,81,3
412.92,2,3,5,7
464.29,1,2,116,6
207.62,1,4,11,2
236.73,0,1,100,4
186.82,1,2,85,5
278.9,2,5,100,6
154.68,2,2,91,2
216.85,2,5,16,4
384.25,0,3,117,2
448.65,1,3,115,3
448.76,0,3,118,2
474.43,1,3,94,1
455.77,2,5,109,4
273.1,1,3,92,3
473.42,2,4,22,5
135.61,2,5,105,3
4411.46,2,9,12,8
263.89,0,2,116,2
439.95,1,4,50,1
250.31,0,2,16,1
262.03,0,1,12,5
404.94,2,2,78,7
65.07,1,3,55,3
117.51,2,4,97,3
286.39,1,4,51,2
131.13,0,1,57,4
3340.84,6,6,27,1
63.01,2,2,13,1
416.71,2,4,110,4
320.0,2,5,111,3
890.44,1,11,28,6
386.99,1,3,56,4
378.57,1,4,59,1
393.84,1,4,90,1
257.7,2,5,56,6
401.88,1,2,95,5
217.79,0,2,56,3
3137.75,1,9,20,10
373.24,2,3,93,2
131.21,2,3,68,4
4349.14,3,7,26,8
330.41,1,2,24,1
209.55,0,0,73,4
188.74,1,4,116,2
315.85,0,2,63,6
202.81,1,4,43,7
107.69,0,2,82,3
57.51,2,3,97,2
266.38,0,2,15,5
3568.81,4,10,9,14
2655.8,1,4,2,4
843.6,6,9,0,3
218.25,1,4,103,3
85.34,0,2,86,2
270.03,2,4,48,5
76.05,2,4,95,6
84.19,0,3,47,3
427.77,0,3,63,3
130.01,2,3,114,1
189.97,2,2,75,6
379.55,0,0,109,3
1350.85,2,11,26,3
120.64,2,4,78,4
158.97,0,0,27,1
119.63,0,2,16,1
230.71,0,1,15,3
2103.61,2,2,30,2
67.55,0,2,42,1
289.77,2,2,119,1
449.59,1,3,83,5
395.62,1,4,57,6
244.47,2,4,46,3
301.26,0,0,23,4
4359.59,5,9,10,3
188.05,0,0,7,4
4629.73,6,12,20,7
91.98,0,1,25,6
410.02,0,3,73,2
276.55,0,1,92,1
274.64,2,5,26,6
426.04,2,5,23,1
334.14,1,1,100,1
305.91,0,2,68,2
298.07,1,1,95,2
63.73,2,5,113,3
327.05,2,3,37,7
258.38,0,1,83,3
200.6,2,2,47,6
4480.63,6,6,22,3
4764.76,4,4,25,7
298.58,0,1,38,1
211.37,1,4,38,4
2296.13,5,10,1,12
165.73,0,2,60,4
1668.13,1,2,28,7
428.44,1,2,33,5
288.87,2,5,98,4
363.76,2,3,14,2
481.53,1,2,118,2
60.36,0,0,107,6
3002.06,1,5,15,14
349.43,1,1,101,5
146.44,0,1,47,1
378.62,2,4,98,2
477.82,2,4,44,1
389.06,1,4,108,5
480.66,0,2,61,2
314.83,0,3,65,2
419.02,1,2,21,6
272.04,2,4,115,5
231.8,2,5,111,7
359.94,0,1,52,7
348.09,2,3,116,2
124.14,2,2,102,7
148.25,0,2,31,1
279.47,1,4,73,6
473.95,1,4,57,6
58.31,1,3,46,7
265.83,1,3,78,3
263.72,0,0,34,3
86.52,1,3,119,3
369.1,2,3,69,6
173.54,2,5,40,1
789.67,6,10,16,7
492.23,0,3,61,3
427.56,2,2,106,5
240.98,1,2,39,5
404.2,0,2,104,6
449.02,2,5,61,5
156.91,2,2,108,1
142.94,2,3,12,7
402.92,0,0,102,6
263.93,2,3,27,3
285.94,2,3,44,7
125.33,1,4,75,1
283.95,1,4,88,6
87.26,2,2,40,1
138.44,1,1,14,7
4417.1,4,7,11,13
2296.09,6,13,3,6
172.65,0,2,36,5
226.82,2,5,67,7
386.47,1,2,68,2
199.74,0,3,94,7
330.82,0,0,81,6
288.82,1,4,61,6
357.25,2,4,99,1
88.47,1,3,97,7
427.29,0,1,115,1
254.29,1,2,16,2
237.55,0,2,55,4
170.15,2,5,5,4
399.53,0,3,111,3
401.57,2,2,82,5
267.47,1,1,24,5
174.8,0,2,82,7
142.7,0,3,40,5
284.0,2,3,71,7
348.33,1,3,61,4
220.65,1,1,66,1
186.34,2,4,88,7
337.38,1,2,103,4
345.75,0,2,115,4
128.62,0,0,111,5
325.62,0,3,56,6
439.3,1,2,51,5
106.24,0,0,19,1
3395.52,4,11,27,4
326.55,1,2,89,1
346.66,2,5,22,2
214.37,2,4,56,3
204.17,2,5,44,1
197.96,2,4,64,2
191.33,0,1,73,3
2072.83,1,11,23,10
426.5,1,3,111,4
275.71,2,5,56,1
454.06,2,4,85,6
137.04,0,1,32,6
404.19,2,4,61,1
259.25,1,4,108,5
2500.65,6,7,8,12
3512.48,4,7,9,2
371.13,2,4,10,5
274.69,1,3,96,7
105.2,0,1,82,7
58.68,1,3,83,6
430.86,0,3,100,1
2570.05,6,10,18,1
244.61,2,3,72,3
94.04,2,3,19,6
310.23,0,3,61,4
208.82,0,3,67,2
353.21,1,4,10,4
107.64,2,3,39,7
146.13,1,1,101,2
83.48,0,0,82,4
1894.49,4,14,9,10
232.33,2,3,45,4
377.22,1,4,103,7
4778.12,3,11,30,1
395.43,2,2,90,1
3530.95,2,7,24,11
214.14,0,3,110,1
488.43,1,2,90,4
378.25,2,4,95,7
113.67,2,5,59,5
414.6,2,3,30,7
84.0,2,3,46,7
219.92,0,3,106,6
412.7,0,2,108,5
2274.41,3,10,30,5
172.78,1,2,28,3
192.66,1,1,19,5
397.6,2,4,15,2
252.56,2,2,92,3
142.73,2,2,93,5
426.87,2,5,70,3
291.67,1,4,15,3
110.56,0,0,38,6
139.24,1,3,12,1
249.31,2,3,54,1
278.67,1,3,64,4
307.85,1,4,60,1
1567.57,4,10,4,12
51.16,1,4,93,7
237.21,0,3,23,1
285.59,2,5,76,1
96.34,1,2,10,2
3520.79,4,8,20,6
165.51,1,4,43,1
87.49,0,2,96,6
324.15,0,3,105,3
306.1,2,5,87,1
108.81,2,2,95,5
73.89,2,2,99,7
308.23,0,3,74,2
259.04,0,3,40,2
199.45,0,0,81,2
229.08,0,2,26,4
113.27,0,3,78,6
612.88,6,14,14,6
281.47,0,1,30,7
2953.56,5,9,6,11
337.44,0,3,51,4
411.54,0,3,44,3
2198.22,2,7,3,1
3804.82,3,3,29,13
117.74,2,3,29,1
215.44,2,5,77,5
149.24,2,5,17,4
866.51,4,4,6,1
275.14,0,2,14,2
469.78,1,1,47,1
1640.17,2,12,20,9
143.97,1,4,76,3
300.8,1,4,64,7
435.96,0,3,40,2
473.77,2,5,91,6
154.93,0,3,102,2
151.61,1,4,100,7
253.03,1,3,116,3
50.15,2,4,119,5
3139.92,6,13,23,13
102.68,0,2,54,1
4303.06,2,9,1,8
431.91,1,3,107,4
102.81,0,0,66,5
188.0,1,3,42,6
238.24,1,2,70,5
118.26,1,2,42,5
474.46,2,2,102,2
323.98,1,4,72,7
237.58,1,4,97,5
131.9,2,5,13,2
469.16,2,5,9,5
249.28,1,4,61,5
68.4,2,3,77,5
2328.21,4,7,15,8
445.69,1,1,90,7
475.85,0,2,20,2
238.75,0,0,57,5
3439.21,2,6,6,3
357.98,0,0,105,2
315.22,0,2,40,4
230.51,2,2,111,7
2200.31,3,6,21,1
204.7,0,1,48,4
226.3,0,2,16,2
159.1,2,2,9,7
473.08,1,3,41,5
476.18,0,0,19,5
394.09,2,2,37,2
483.38,0,0,46,2
2345.89,3,5,11,6
265.85,1,4,74,4
131.19,0,1,26,1
83.82,1,1,120,1
372.68,1,4,58,2
3990.59,6,8,17,13
286.01,1,2,118,5
421.86,2,2,37,7
189.37,1,4,27,5
263.25,2,5,44,3
53.75,0,1,74,5
261.95,0,2,15,6
287.18,1,3,92,1
59.54,2,3,98,6
51.63,2,5,51,3
172.21,1,3,72,4
346.34,2,2,12,7
2326.06,2,9,10,11
400.96,1,2,56,6
251.29,1,2,110,1
374.58,0,3,73,7
380.72,0,1,6,5
2784.6,4,6,28,4
147.27,2,2,59,1
438.98,1,4,81,2
230.6,0,2,99,6
275.07,0,3,5,1
375.06,2,5,68,5
4889.44,6,8,0,10
83.13,0,0,20,7
297.36,2,4,21,2
117.23,2,5,112,1
308.9,0,3,79,3
317.02,0,2,73,6
4615.19,1,2,13,14
321.96,1,1,41,5
58.73,1,3,111,4
436.64,1,2,43,5
422.02,2,5,25,4
320.57,2,3,93,1
343.9,1,4,35,7
2454.09,4,11,5,13
136.07,1,2,85,3
3301.86,4,12,15,3
440.15,1,4,19,3
3887.08,3,6,28,9
3414.15,2,11,29,10
412.73,1,1,87,3
261.9,1,1,85,1
305.43,0,0,58,6
152.62,1,2,41,2
362.53,2,3,21,3
119.2,0,1,57,7
73.87,0,2,111,6
4605.67,6,11,4,8
474.89,0,3,28,7
189.83,0,2,67,7
307.2,0,0,86,1
106.64,2,3,32,3
493.26,1,4,107,3
308.84,2,3,111,7
3413.21,3,12,13,11
362.09,1,1,50,2
589.46,2,4,13,13
3837.89,4,7,12,6
373.86,0,0,78,1
336.26,1,3,112,4
439.09,2,4,43,2
270.0,2,4,45,3
73.62,1,2,87,2
328.65,2,3,97,6
380.61,1,3,108,7
306.9,2,3,44,2
230.11,0,2,45,7
400.04,2,3,106,6
281.02,2,3,47,4
422.25,2,2,119,2
470.4,0,2,48,2
427.21,0,0,28,2
95.66,0,1,42,7
164.07,2,4,29,6
120.78,0,1,49,1
82.68,0,1,36,7
93.13,0,3,95,1
210.42,2,5,11,7
484.85,2,2,39,2
341.43,2,4,48,4
85.41,2,3,52,7
89.42,1,2,70,7
473.61,2,2,80,1
420.02,2,4,120,1
384.31,2,4,83,3
4883.48,5,12,3,6
436.24,1,3,68,1
2265.49,2,4,30,9
109.16,1,4,36,1
243.76,2,5,22,7
3521.08,5,15,11,12
192.17,0,0,63,4
1906.97,3,5,1,6
346.78,2,4,90,6
250.42,0,2,29,6
483.95,0,0,100,7
99.19,0,2,102,7
93.22,0,1,81,2
281.04,2,2,73,5
176.47,1,1,54,2
101.25,2,5,95,5
89.87,2,4,58,5
207.73,0,3,47,4
291.33,0,3,66,2
55.41,0,3,25,7
337.24,2,2,91,6
1806.72,2,12,6,8
238.98,0,3,71,2
370.36,0,1,11,7
249.55,2,4,18,6
489.61,2,3,57,4
1670.96,4,8,18,1
2205.13,5,11,14,6
302.53,1,1,15,4
243.99,1,3,110,4
186.65,0,0,85,6
314.85,0,0,97,1
288.16,1,4,47,7
158.1,1,4,66,7
354.65,0,3,68,6
98.72,0,3,18,3
266.21,0,0,114,1
349.15,0,2,109,3
60.7,0,2,42,5
2782.76,6,6,21,10
297.75,0,3,56,6
284.19,1,2,44,4
146.55,0,2,36,5
352.06,0,0,79,1
190.79,2,4,84,2
2712.73,6,10,3,8
3048.77,6,12,10,5
224.36,2,5,93,2
284.84,1,2,23,3
400.09,2,5,12,1
162.41,0,1,119,3
222.0,1,4,114,7
959.38,3,4,21,6
381.45,1,1,71,7
397.48,2,2,48,1
244.11,2,2,113,2
107.19,2,4,103,3
326.39,2,5,107,2
196.87,1,4,83,3
414.63,1,3,43,2
122.03,1,2,37,5
226.79,2,2,36,7
257.91,1,3,10,2
4269.19,1,9,1,12
355.56,2,2,38,7
393.0,2,5,5,4
168.66,0,0,111,1
411.9,2,3,98,3
220.26,2,3,118,3
234.14,2,3,42,1
1492.0,1,5,2,4
282.05,0,0,44,1
2038.13,1,4,5,6
250.22,2,2,44,3
276.04,1,1,78,6
71.49,1,4,17,3
276.49,2,3,13,1
168.2,1,4,39,3
475.86,0,3,46,6
3198.4,1,8,23,5
146.66,1,3,38,5
326.04,2,5,5,5
1611.19,1,4,12,12
3266.92,1,3,26,11
185.2,0,3,7,2
391.58,1,3,34,1
300.43,1,4,55,2
426.42,0,0,73,5
199.53,1,1,26,3
66.85,1,1,12,3
477.75,1,4,81,3
2203.57,6,16,18,14
172.23,1,1,64,1
1609.05,1,1,1,8
51.77,0,3,67,7
3442.29,3,12,29,5
414.02,0,3,72,1
448.23,1,1,78,6
424.46,0,2,83,1
91.77,1,3,16,7
432.14,1,4,40,2
349.51,2,4,89,5
493.21,1,3,25,2
99.0,2,2,109,2
212.08,0,0,44,5
313.54,0,3,85,4
1464.99,4,5,30,12
341.41,1,2,18,4
305.56,1,4,93,2
272.88,2,3,30,7
302.07,1,4,114,3
1596.21,5,7,27,8
224.61,1,1,38,6
466.42,0,2,78,2
452.54,1,4,61,1
214.38,2,2,66,7
193.74,2,3,20,6
111.31,0,3,94,7
325.55,1,3,55,3
418.82,2,5,6,1
3481.8,6,16,10,6
431.12,0,1,37,6
